Timestamp,_YARDLEY:F,_YARDLEY:DF,_YARDLEY:S,_YARDLEY-PM1:UTKV,_YARDLEY-PA1:UTKVH,_VALDES:F,_VALDES:DF,_VALDES:S,_OVERBYE:UTKF,_OVERBYE:UTKDF,_OVERBYE:UTKS,_OVERBYE-PM1:UTKV,_OVERBYE-PA1:UTKVH,_VALDES-PM1:UTKV,_VALDES-PA1:UTKVH,_STATIONA:D1,_STATIONA:D1_Quality,_STATIONA:F,_STATIONA:F_Quality,_STATIONA:DF,_STATIONA:DF_Quality,_STATIONA:S,_STATIONA:S_Quality,_STATIONA-PM1:V,_STATIONA-PM1:V_Quality,_STATIONA-PA1:VH,_STATIONA-PA1:VH_Quality,_STATIONA-PM2:I,_STATIONA-PM2:I_Quality,_STATIONA-PA2:IH,_STATIONA-PA2:IH_Quality
17:01.0,60.0044,0,0,123.61,5.105054,60.0042,0,0,60.0043,0,0,122.94,-84.90005,124.863,-46.47749,,,,,,,,,,,,,,,,
17:01.0,60.0046,0,0,123.566,5.265482,60.0047,0,0,60.005,0,0,122.896,-84.72243,124.755,-46.31134,,,,,,,,,,,,,,,,
17:01.0,60.0044,0,0,123.545,5.42591,60.0045,0,0,60.0047,0,0,122.918,-84.55054,124.734,-46.13372,,,,,,,,,,,,,,,,
17:01.0,60.0042,0,0,123.545,5.557691,60.0048,0,0,60.0049,0,0,122.896,-84.4073,124.777,-45.98475,0,Good,60.004,Good,0.02,Good,0,Good,112.9296,Good,63.1035,Good,0.1555261,Good,34.50852,Good
17:02.0,60.0042,0,0,123.545,5.718119,60.0033,0,0,60.0046,0,0,122.94,-84.2526,124.755,-45.85297,,,,,,,,,,,,,,,,
17:02.0,60.0027,0,0,123.523,5.83271,60.0026,0,0,60.0023,0,0,122.896,-84.13228,124.755,-45.74984,,,,,,,,,,,,,,,,
17:02.0,60.0026,0,0,123.545,5.918654,60.0019,0,0,60.0032,0,0,122.918,-84.03488,124.777,-45.68108,,,,,,,,,,,,,,,,
17:02.0,60.0015,0,0,123.566,6.004598,60.0007,0,0,60.0018,0,0,122.918,-83.92602,124.777,-45.61233,,,,,,,,,,,,,,,,
17:02.0,60.001,0,0,123.545,6.044705,60.0008,0,0,60.0015,0,0,122.918,-83.88018,124.777,-45.57795,0,Good,60.001,Good,-0.01,Good,0,Good,112.9866,Good,63.49165,Good,0.1540291,Good,33.69007,Good
17:02.0,60.0009,0,0,123.545,6.079082,60.001,0,0,60.0004,0,0,122.961,-83.88591,124.777,-45.51493,,,,,,,,,,,,,,,,
17:02.0,59.9996,0,0,123.545,6.102001,60.0004,0,0,60.0005,0,0,122.94,-83.8458,124.777,-45.49201,,,,,,,,,,,,,,,,
17:02.0,60.0003,0,0,123.545,6.124919,60.0003,0,0,60.0004,0,0,122.94,-83.80569,124.777,-45.47482,,,,,,,,,,,,,,,,
17:02.0,60.001,0,0,123.523,6.170755,60.0006,0,0,60.0016,0,0,122.961,-83.73694,124.755,-45.41179,,,,,,,,,,,,,,,,
17:02.0,60.0016,0,0,123.523,6.228051,60.0011,0,0,60.0016,0,0,122.961,-83.69683,124.82,-45.36023,0,Good,60.001,Good,0,Good,0,Good,112.9699,Good,63.67374,Good,0.1525643,Good,32.85572,Good
17:03.0,60.0013,0,0,123.545,6.262429,60.0011,0,0,60.0009,0,0,122.983,-83.66245,124.842,-45.32585,,,,,,,,,,,,,,,,
17:03.0,60.0025,0,0,123.545,6.342643,60.0027,0,0,60.0024,0,0,122.983,-83.58224,124.842,-45.23991,,,,,,,,,,,,,,,,
17:03.0,60.0018,0,0,123.545,6.417127,60.002,0,0,60.0017,0,0,122.983,-83.50203,124.842,-45.14823,,,,,,,,,,,,,,,,
17:03.0,60.0027,0,0,123.566,6.525989,60.0028,0,0,60.0026,0,0,123.004,-83.41035,124.842,-45.0451,,,,,,,,,,,,,,,,
17:03.0,60.0034,0,0,123.566,6.65777,60.0034,0,0,60.0039,0,0,123.004,-83.27284,124.842,-44.93051,0,Good,60.003,Good,0,Good,0,Good,112.9778,Good,64.1513,Good,0.1525643,Good,32.85572,Good
17:03.0,60.0025,0,0,123.61,6.743713,60.0028,0,0,60.002,0,0,123.026,-83.22128,124.842,-44.79873,,,,,,,,,,,,,,,,
17:03.0,60.002,0,0,123.588,6.818198,60.0018,0,0,60.0024,0,0,123.004,-83.13534,124.842,-44.71851,,,,,,,,,,,,,,,,
17:03.0,60.0021,0,0,123.566,6.892682,60.0018,0,0,60.0023,0,0,122.961,-83.04939,124.82,-44.66122,,,,,,,,,,,,,,,,
17:03.0,60.0018,0,0,123.566,6.961437,60.0018,0,0,60.0023,0,0,122.983,-82.97491,124.82,-44.60392,,,,,,,,,,,,,,,,
17:04.0,60.0021,0,0,123.566,7.030192,60.0018,0,0,60.0019,0,0,122.983,-82.90042,124.82,-44.53517,0,Good,60.002,Good,0.01,Good,0,Good,112.9837,Good,64.53034,Good,0.1533333,Good,35.07375,Good
17:04.0,60.0023,0,0,123.566,7.104677,60.0019,0,0,60.0027,0,0,123.004,-82.84885,124.842,-44.48933,,,,,,,,,,,,,,,,
17:04.0,60.0014,0,0,123.545,7.179161,60.0014,0,0,60.0015,0,0,122.983,-82.76291,124.82,-44.4263,,,,,,,,,,,,,,,,
17:04.0,60.0012,0,0,123.566,7.219268,60.0011,0,0,60.0017,0,0,122.983,-82.70561,124.82,-44.3862,,,,,,,,,,,,,,,,
17:04.0,60.0004,0,0,123.545,7.253646,60.0006,0,0,60.0002,0,0,122.961,-82.68843,124.777,-44.35182,,,,,,,,,,,,,,,,
17:04.0,60.0014,0,0,123.545,7.293753,60.0012,0,0,60.0021,0,0,122.983,-82.64259,124.777,-44.31744,0,Good,60.001,Good,0,Good,0,Good,112.9791,Good,64.70652,Good,0.1518148,Good,34.24903,Good
17:04.0,59.9999,0,0,123.545,7.293753,60.0011,0,0,59.9998,0,0,122.961,-82.67697,124.777,-44.26588,,,,,,,,,,,,,,,,
17:04.0,60.0006,0,0,123.566,7.322401,60,0,0,60.001,0,0,122.94,-82.61967,124.777,-44.23723,,,,,,,,,,,,,,,,
17:04.0,60.0012,0,0,123.545,7.339589,60.0008,0,0,60.0007,0,0,122.961,-82.61395,124.798,-44.22577,,,,,,,,,,,,,,,,
17:04.0,60.0023,0,0,123.566,7.419804,60.0019,0,0,60.0022,0,0,123.004,-82.51654,124.842,-44.15129,,,,,,,,,,,,,,,,
17:04.0,60.002,0,0,123.566,7.482829,60.002,0,0,60.0023,0,0,123.004,-82.44778,124.82,-44.08826,0,Good,60.003,Good,0,Good,0,Good,113.0239,Good,65.01938,Good,0.1533333,Good,35.07375,Good
17:05.0,60.0033,0,0,123.588,7.60315,60.003,0,0,60.0029,0,0,123.004,-82.36184,124.863,-43.9794,,,,,,,,,,,,,,,,
17:05.0,60.0042,0,0,123.588,7.73493,60.0036,0,0,60.0047,0,0,123.004,-82.21288,124.842,-43.86481,,,,,,,,,,,,,,,,
17:05.0,60.0036,0,0,123.61,7.860981,60.0027,0,0,60.0033,0,0,123.026,-82.08682,124.863,-43.75021,,,,,,,,,,,,,,,,
17:05.0,60.0048,0,0,123.631,8.027139,60.0039,0,0,60.0045,0,0,123.048,-81.93212,124.842,-43.60698,,,,,,,,,,,,,,,,
17:05.0,60.0037,0,0,123.61,8.15319,60.0039,0,0,60.0042,0,0,123.004,-81.80035,124.863,-43.48666,0,Good,60.004,Good,0,Good,0,Good,113.0346,Good,65.71173,Good,0.1533333,Good,35.07375,Good
17:05.0,60.0041,0,0,123.631,8.307888,60.0043,0,0,60.0042,0,0,123.004,-81.64565,124.863,-43.30904,,,,,,,,,,,,,,,,
17:05.0,60.0037,0,0,123.61,8.462586,60.0034,0,0,60.0035,0,0,122.983,-81.5024,124.885,-43.1658,,,,,,,,,,,,,,,,
17:05.0,60.0034,0,0,123.61,8.582908,60.0031,0,0,60.0036,0,0,122.983,-81.37062,124.863,-43.05121,,,,,,,,,,,,,,,,
17:05.0,60.0033,0,0,123.588,8.69177,60.0029,0,0,60.0033,0,0,122.961,-81.24458,124.82,-42.93661,,,,,,,,,,,,,,,,
17:05.0,60.0033,0,0,123.588,8.800632,60.0034,0,0,60.0022,0,0,122.94,-81.1529,124.82,-42.83348,0,Good,60.003,Good,0.01,Good,0,Good,112.9926,Good,66.30108,Good,0.154883,Good,35.88214,Good
17:06.0,60.0026,0,0,123.566,8.892305,60.003,0,0,60.0027,0,0,122.94,-81.04977,124.798,-42.71889,,,,,,,,,,,,,,,,
17:06.0,60.0033,0,0,123.566,9.012626,60.0027,0,0,60.0035,0,0,122.918,-80.92371,124.82,-42.61576,,,,,,,,,,,,,,,,
17:06.0,60.0022,0,0,123.566,9.09857,60.003,0,0,60.0023,0,0,122.94,-80.84924,124.842,-42.51836,,,,,,,,,,,,,,,,
17:06.0,60.003,0,0,123.588,9.207432,60.0028,0,0,60.0039,0,0,122.918,-80.72318,124.863,-42.41522,,,,,,,,,,,,,,,,
17:06.0,60.0046,0,0,123.61,9.379319,60.0047,0,0,60.0045,0,0,122.961,-80.55129,124.863,-42.23188,0,Good,60.005,Good,0,Good,0,Good,113.0369,Good,66.9214,Good,0.1559609,Good,38.04704,Good
17:06.0,60.0033,0,0,123.61,9.522558,60.0033,0,0,60.0033,0,0,122.918,-80.43671,124.885,-42.07718,,,,,,,,,,,,,,,,
17:06.0,60.0047,0,0,123.631,9.705905,60.005,0,0,60.0051,0,0,122.961,-80.27055,124.928,-41.89956,,,,,,,,,,,,,,,,
17:06.0,60.0057,0,0,123.653,9.900711,60.0053,0,0,60.0053,0,0,122.94,-80.07574,124.907,-41.70476,,,,,,,,,,,,,,,,
17:06.0,60.005,0,0,123.653,10.10125,60.0051,0,0,60.0052,0,0,122.961,-79.88094,124.907,-41.51568,,,,,,,,,,,,,,,,
17:06.0,60.005,0,0,123.653,10.29605,60.0057,0,0,60.0057,0,0,122.961,-79.69186,124.863,-41.32087,0,Good,60.005,Good,-0.02,Good,0,Good,113.0325,Good,67.88148,Good,0.1559609,Good,38.04704,Good
17:07.0,60.0059,0,0,123.653,10.48513,60.0054,0,0,60.0056,0,0,122.94,-79.50278,124.82,-41.13753,,,,,,,,,,,,,,,,
17:07.0,60.0045,0,0,123.61,10.66274,60.0045,0,0,60.0045,0,0,122.918,-79.30798,124.798,-40.95991,,,,,,,,,,,,,,,,
17:07.0,60.0047,0,0,123.61,10.84609,60.0055,0,0,60.0048,0,0,122.918,-79.10744,124.777,-40.77084,,,,,,,,,,,,,,,,
17:07.0,60.006,0,0,123.61,11.04663,60.0054,0,0,60.0061,0,0,122.875,-78.90118,124.798,-40.57603,,,,,,,,,,,,,,,,
17:07.0,60.006,0,0,123.61,11.27008,60.0061,0,0,60.0062,0,0,122.875,-78.66053,124.777,-40.36404,0,Good,60.005,Good,-0.01,Good,0,Good,112.9795,Good,68.8542,Good,0.1522134,Good,37.87498,Good
17:07.0,60.0054,0,0,123.61,11.45916,60.0053,0,0,60.0046,0,0,122.875,-78.52303,124.755,-40.14631,,,,,,,,,,,,,,,,
17:07.0,60.0047,0,0,123.61,11.65396,60.0051,0,0,60.0049,0,0,122.875,-78.33968,124.755,-39.9515,,,,,,,,,,,,,,,,
17:07.0,60.0041,0,0,123.588,11.82585,60.0047,0,0,60.0055,0,0,122.853,-78.14487,124.734,-39.78535,,,,,,,,,,,,,,,,
17:07.0,60.0038,0,0,123.566,11.94617,60.0038,0,0,60.0036,0,0,122.832,-78.06466,124.734,-39.64211,,,,,,,,,,,,,,,,
17:07.0,60.0046,0,0,123.566,12.1066,60.0046,0,0,60.0049,0,0,122.745,-77.90423,124.777,-39.47595,0,Good,60.004,Good,0.01,Good,0,Good,112.9976,Good,69.67825,Good,0.1522134,Good,37.87498,Good
17:08.0,60.0046,0,0,123.588,12.27276,60.0041,0,0,60.0046,0,0,122.745,-77.7438,124.798,-39.32698,,,,,,,,,,,,,,,,
17:08.0,60.004,0,0,123.631,12.43318,60.004,0,0,60.0039,0,0,122.745,-77.57764,124.82,-39.17228,,,,,,,,,,,,,,,,
17:08.0,60.005,0,0,123.631,12.62226,60.0055,0,0,60.0056,0,0,122.767,-77.40575,124.842,-38.97748,,,,,,,,,,,,,,,,
17:08.0,60.0052,0,0,123.631,12.83425,60.0058,0,0,60.0047,0,0,122.767,-77.21095,124.842,-38.76548,,,,,,,,,,,,,,,,
17:08.0,60.0054,0,0,123.631,13.04052,60.0054,0,0,60.0047,0,0,122.767,-77.02187,124.82,-38.55922,0,Good,60.006,Good,0,Good,0,Good,112.9682,Good,70.62365,Good,0.153496,Good,40.06078,Good
17:08.0,60.0043,0,0,123.631,13.22387,60.0055,0,0,60.0042,0,0,122.767,-76.86717,124.798,-38.3415,,,,,,,,,,,,,,,,
17:08.0,60.0062,0,0,123.588,13.44732,60.0059,0,0,60.006,0,0,122.745,-76.66091,124.777,-38.12377,,,,,,,,,,,,,,,,
17:08.0,60.0062,0,0,123.631,13.64785,60.0057,0,0,60.006,0,0,122.81,-76.43172,124.798,-37.9175,,,,,,,,,,,,,,,,
17:08.0,60.0056,0,0,123.631,13.85412,60.005,0,0,60.0069,0,0,122.81,-76.19109,124.82,-37.73416,,,,,,,,,,,,,,,,
17:08.0,60.006,0,0,123.653,14.05466,60.0054,0,0,60.0056,0,0,122.81,-75.97909,124.842,-37.53935,0,Good,60.006,Good,-0.01,Good,0,Good,113.0282,Good,71.69163,Good,0.1532171,Good,41.4677,Good
17:09.0,60.0053,0,0,123.61,14.26092,60.0052,0,0,60.0062,0,0,122.81,-75.77283,124.82,-37.34455,,,,,,,,,,,,,,,,
17:09.0,60.0066,0,0,123.61,14.46718,60.006,0,0,60.0075,0,0,122.788,-75.53218,124.82,-37.14974,,,,,,,,,,,,,,,,
17:09.0,60.0056,0,0,123.61,14.67918,60.0054,0,0,60.0056,0,0,122.788,-75.31446,124.798,-36.93775,,,,,,,,,,,,,,,,
17:09.0,60.0055,0,0,123.566,14.87398,60.0054,0,0,60.0054,0,0,122.767,-75.10819,124.755,-36.73148,,,,,,,,,,,,,,,,
17:09.0,60.0058,0,0,123.545,15.10317,60.0061,0,0,60.0058,0,0,122.745,-74.90193,124.712,-36.5023,0,Good,60.006,Good,0,Good,0,Good,112.9882,Good,72.71525,Good,0.1530308,Good,42.8789,Good
17:09.0,60.0054,0,0,123.545,15.29224,60.0061,0,0,60.0051,0,0,122.724,-74.72431,124.734,-36.27312,,,,,,,,,,,,,,,,
17:09.0,60.0053,0,0,123.566,15.48705,60.0053,0,0,60.0049,0,0,122.745,-74.54097,124.777,-36.07831,,,,,,,,,,,,,,,,
17:09.0,60.0045,0,0,123.545,15.65894,60.0046,0,0,60.0041,0,0,122.745,-74.38054,124.777,-35.89496,,,,,,,,,,,,,,,,
17:09.0,60.0052,0,0,123.545,15.83082,60.0055,0,0,60.0054,0,0,122.767,-74.19146,124.798,-35.71162,,,,,,,,,,,,,,,,
17:09.0,60.0058,0,0,123.588,16.03709,60.0062,0,0,60.0055,0,0,122.81,-73.9852,124.842,-35.48816,0,Good,60.006,Good,0.01,Good,0,Good,113.0607,Good,73.70191,Good,0.1530308,Good,42.8789,Good
17:10.0,60.0069,0,0,123.61,16.28346,60.0062,0,0,60.007,0,0,122.832,-73.76174,124.842,-35.27617,,,,,,,,,,,,,,,,
17:10.0,60.0055,0,0,123.61,16.47827,60.0065,0,0,60.0057,0,0,122.853,-73.56121,124.842,-35.05272,,,,,,,,,,,,,,,,
17:10.0,60.0067,0,0,123.61,16.70745,60.006,0,0,60.0069,0,0,122.853,-73.30338,124.863,-34.82926,,,,,,,,,,,,,,,,
17:10.0,60.0059,0,0,123.61,16.91371,60.0057,0,0,60.005,0,0,122.81,-73.12003,124.842,-34.63446,,,,,,,,,,,,,,,,
17:10.0,60.0069,0,0,123.588,17.16582,60.0061,0,0,60.0075,0,0,122.832,-72.85074,124.82,-34.41673,0,Good,60.006,Good,0,Good,0,Good,113.0374,Good,74.80046,Good,0.154814,Good,45,Good
17:10.0,60.0052,0,0,123.61,17.36062,60.0043,0,0,60.0056,0,0,122.853,-72.67313,124.842,-34.23912,,,,,,,,,,,,,,,,
17:10.0,60.0064,0,0,123.61,17.5898,60.0064,0,0,60.0072,0,0,122.832,-72.43248,124.863,-34.02139,,,,,,,,,,,,,,,,
17:10.0,60.0057,0,0,123.588,17.77315,60.0059,0,0,60.006,0,0,122.853,-72.22622,124.842,-33.82086,,,,,,,,,,,,,,,,
17:10.0,60.0065,0,0,123.545,17.9966,60.0058,0,0,60.0064,0,0,122.81,-71.9913,124.82,-33.60886,,,,,,,,,,,,,,,,
17:10.0,60.0057,0,0,123.523,18.21433,60.0057,0,0,60.0055,0,0,122.788,-71.79077,124.798,-33.4026,0,Good,60.006,Good,-0.01,Good,0,Good,112.9856,Good,75.84884,Good,0.15486,Good,46.39718,Good
17:11.0,60.0059,0,0,123.523,18.43205,60.0061,0,0,60.0058,0,0,122.788,-71.55585,124.777,-33.17915,,,,,,,,,,,,,,,,
17:11.0,60.0051,0,0,123.48,18.60394,60.0056,0,0,60.0045,0,0,122.745,-71.38397,124.777,-32.97288,,,,,,,,,,,,,,,,
17:11.0,60.0038,0,0,123.48,18.76437,60.0044,0,0,60.0043,0,0,122.702,-71.24646,124.755,-32.81818,,,,,,,,,,,,,,,,
17:11.0,60.0048,0,0,123.48,18.94198,60.0051,0,0,60.0044,0,0,122.724,-71.05738,124.755,-32.62337,,,,,,,,,,,,,,,,
17:11.0,60.0044,0,0,123.48,19.10241,60.0039,0,0,60.0048,0,0,122.724,-70.89696,124.777,-32.46868,0,Good,60.005,Good,0.01,Good,0,Good,113.0046,Good,76.70982,Good,0.1530308,Good,47.1211,Good
17:11.0,60.0058,0,0,123.502,19.31441,60.0055,0,0,60.0047,0,0,122.724,-70.72507,124.798,-32.24522,,,,,,,,,,,,,,,,
17:11.0,60.0046,0,0,123.545,19.50921,60.0042,0,0,60.0048,0,0,122.724,-70.53027,124.82,-32.06188,,,,,,,,,,,,,,,,
17:11.0,60.0054,0,0,123.545,19.73267,60.0056,0,0,60.0054,0,0,122.745,-70.31254,124.842,-31.86707,,,,,,,,,,,,,,,,
17:11.0,60.0065,0,0,123.545,19.95039,60.0055,0,0,60.006,0,0,122.81,-70.10055,124.842,-31.67227,,,,,,,,,,,,,,,,
17:12.0,60.0059,0,0,123.566,20.16811,60.006,0,0,60.0062,0,0,122.788,-69.86563,124.863,-31.44881,0,Good,60.006,Good,0.01,Good,0,Good,113.0123,Good,77.81204,Good,0.154998,Good,47.7927,Good
17:12.0,60.0057,0,0,123.588,20.39157,60.006,0,0,60.0063,0,0,122.832,-69.62499,124.863,-31.23682,,,,,,,,,,,,,,,,
17:12.0,60.0063,0,0,123.566,20.62075,60.0065,0,0,60.0065,0,0,122.832,-69.40726,124.842,-31.0019,,,,,,,,,,,,,,,,
17:12.0,60.0064,0,0,123.523,20.86712,60.0061,0,0,60.0071,0,0,122.81,-69.13225,124.82,-30.76699,,,,,,,,,,,,,,,,
17:12.0,60.0058,0,0,123.566,21.09058,60.0063,0,0,60.0052,0,0,122.832,-68.92598,124.842,-30.53781,,,,,,,,,,,,,,,,
17:12.0,60.0069,0,0,123.545,21.32549,60.0063,0,0,60.0065,0,0,122.832,-68.69107,124.842,-30.30863,0,Good,60.007,Good,0,Good,0,Good,113.0291,Good,78.99883,Good,0.1532171,Good,48.5323,Good
17:12.0,60.0071,0,0,123.588,21.57186,60.0069,0,0,60.0052,0,0,122.832,-68.51345,124.863,-30.06225,,,,,,,,,,,,,,,,
17:12.0,60.0056,0,0,123.588,21.78959,60.007,0,0,60.0066,0,0,122.81,-68.27281,124.863,-29.81015,,,,,,,,,,,,,,,,
17:12.0,60.0054,0,0,123.61,22.00158,60.0057,0,0,60.0071,0,0,122.853,-68.0379,124.863,-29.60389,,,,,,,,,,,,,,,,
17:12.0,60.0059,0,0,123.566,22.23076,60.006,0,0,60.0063,0,0,122.875,-67.7858,124.842,-29.3747,,,,,,,,,,,,,,,,
17:12.0,60.0049,0,0,123.588,22.41984,60.0053,0,0,60.0046,0,0,122.853,-67.59099,124.863,-29.17417,0,Good,60.006,Good,-0.01,Good,0,Good,113.0458,Good,80.09248,Good,0.1552278,Good,49.18492,Good
17:13.0,60.0066,0,0,123.545,22.66621,60.006,0,0,60.0074,0,0,122.896,-67.33316,124.863,-28.95645,,,,,,,,,,,,,,,,
17:13.0,60.0056,0,0,123.566,22.88966,60.0058,0,0,60.0061,0,0,122.875,-67.09251,124.863,-28.73872,,,,,,,,,,,,,,,,
17:13.0,60.0053,0,0,123.566,23.08447,60.0053,0,0,60.0053,0,0,122.81,-66.89771,124.863,-28.54391,,,,,,,,,,,,,,,,
17:13.0,60.0057,0,0,123.566,23.27928,60.0043,0,0,60.0056,0,0,122.832,-66.70863,124.842,-28.38922,,,,,,,,,,,,,,,,
17:13.0,60.0056,0,0,123.588,23.46835,60.0051,0,0,60.0059,0,0,122.875,-66.49664,124.842,-28.20587,0,Good,60.005,Good,-0.01,Good,0,Good,113.0171,Good,81.07732,Good,0.153496,Good,49.93922,Good
17:13.0,60.0057,0,0,123.588,23.67462,60.0053,0,0,60.0055,0,0,122.875,-66.31902,124.842,-27.99388,,,,,,,,,,,,,,,,
17:13.0,60.0058,0,0,123.61,23.89807,60.0058,0,0,60.0054,0,0,122.875,-66.08984,124.863,-27.78188,,,,,,,,,,,,,,,,
17:13.0,60.006,0,0,123.61,24.11579,60.0057,0,0,60.0056,0,0,122.918,-65.90076,124.885,-27.57562,,,,,,,,,,,,,,,,
17:13.0,60.0047,0,0,123.588,24.3106,60.0058,0,0,60.0049,0,0,122.875,-65.70596,124.885,-27.36362,,,,,,,,,,,,,,,,
17:13.0,60.0054,0,0,123.61,24.51686,60.0061,0,0,60.0054,0,0,122.875,-65.51688,124.885,-27.15163,0,Good,60.006,Good,0,Good,0,Good,113.041,Good,82.1378,Good,0.1559609,Good,51.95296,Good
17:14.0,60.0061,0,0,123.631,24.72313,60.0069,0,0,60.0066,0,0,122.896,-65.2877,124.885,-26.90526,,,,,,,,,,,,,,,,
17:14.0,60.0064,0,0,123.631,24.95804,60.0069,0,0,60.0061,0,0,122.896,-65.08717,124.863,-26.67034,,,,,,,,,,,,,,,,
17:14.0,60.0053,0,0,123.61,25.16431,60.0065,0,0,60.0057,0,0,122.853,-64.86371,124.842,-26.42397,,,,,,,,,,,,,,,,
17:14.0,60.0083,0,0,123.61,25.4336,60.0079,0,0,60.0087,0,0,122.853,-64.61734,124.842,-26.17187,,,,,,,,,,,,,,,,
17:14.0,60.0076,0,0,123.588,25.69716,60.0078,0,0,60.0081,0,0,122.81,-64.33659,124.842,-25.90258,0,Good,60.008,Good,0.01,Good,0,Good,113.0314,Good,83.39461,Good,0.1543297,Good,52.7336,Good
17:14.0,60.0079,0,0,123.588,25.95499,60.0078,0,0,60.0072,0,0,122.832,-64.13033,124.82,-25.63902,,,,,,,,,,,,,,,,
17:14.0,60.0072,0,0,123.61,26.20136,60.0074,0,0,60.0081,0,0,122.832,-63.83812,124.842,-25.364,,,,,,,,,,,,,,,,
17:14.0,60.0076,0,0,123.61,26.49357,60.0072,0,0,60.0078,0,0,122.832,-63.57455,124.842,-25.10617,,,,,,,,,,,,,,,,
17:14.0,60.0067,0,0,123.631,26.74567,60.0072,0,0,60.0068,0,0,122.832,-63.28807,124.863,-24.84834,,,,,,,,,,,,,,,,
17:14.0,60.0071,0,0,123.631,26.96912,60.0066,0,0,60.006,0,0,122.81,-63.07608,124.842,-24.61915,0,Good,60.007,Good,-0.02,Good,0,Good,112.9951,Good,84.66058,Good,0.1527277,Good,53.53077,Good
17:15.0,60.0075,0,0,123.588,27.22123,60.0073,0,0,60.0073,0,0,122.81,-62.82398,124.82,-24.36705,,,,,,,,,,,,,,,,
17:15.0,60.0068,0,0,123.61,27.45041,60.0066,0,0,60.0063,0,0,122.788,-62.58907,124.842,-24.13787,,,,,,,,,,,,,,,,
17:15.0,60.0063,0,0,123.631,27.69105,60.0066,0,0,60.0061,0,0,122.81,-62.35989,124.842,-23.89723,,,,,,,,,,,,,,,,
17:15.0,60.0067,0,0,123.61,27.94888,60.0071,0,0,60.0066,0,0,122.788,-62.10778,124.82,-23.64513,,,,,,,,,,,,,,,,
17:15.0,60.0065,0,0,123.631,28.18379,60.0074,0,0,60.0062,0,0,122.788,-61.89006,124.842,-23.39302,0,Good,60.007,Good,0,Good,0,Good,112.9082,Good,85.83588,Good,0.1540291,Good,56.30993,Good
17:15.0,60.0061,0,0,123.545,28.41298,60.0065,0,0,60.0069,0,0,122.767,-61.66088,124.842,-23.13519,,,,,,,,,,,,,,,,
17:15.0,60.0074,0,0,123.566,28.68227,60.0078,0,0,60.0074,0,0,122.788,-61.41451,124.863,-22.84871,,,,,,,,,,,,,,,,
17:15.0,60.0062,0,0,123.588,28.94583,60.007,0,0,60.0074,0,0,122.767,-61.11657,124.863,-22.57943,,,,,,,,,,,,,,,,
17:15.0,60.0082,0,0,123.61,29.24949,60.0082,0,0,60.0076,0,0,122.788,-60.83582,124.863,-22.28722,,,,,,,,,,,,,,,,
17:15.0,60.0078,0,0,123.61,29.52452,60.0068,0,0,60.0079,0,0,122.81,-60.54934,124.885,-22.03511,0,Good,60.007,Good,-0.01,Good,0,Good,112.9159,Good,87.20095,Good,0.1525643,Good,57.14428,Good
17:16.0,60.0068,0,0,123.61,29.76516,60.0065,0,0,60.0071,0,0,122.767,-60.33735,124.863,-21.81166,,,,,,,,,,,,,,,,
17:16.0,60.0066,0,0,123.588,30.01153,60.0064,0,0,60.0078,0,0,122.767,-60.03368,124.863,-21.56529,,,,,,,,,,,,,,,,
17:16.0,60.0068,0,0,123.566,30.22925,60.0062,0,0,60.0075,0,0,122.767,-59.81022,124.842,-21.36475,,,,,,,,,,,,,,,,
17:16.0,60.0059,0,0,123.566,30.44698,60.0057,0,0,60.0059,0,0,122.788,-59.58677,124.863,-21.15849,,,,,,,,,,,,,,,,
17:16.0,60.0061,0,0,123.566,30.63032,60.0061,0,0,60.0066,0,0,122.745,-59.42634,124.82,-20.99233,0,Good,60.005,Good,0.01,Good,0,Good,112.9403,Good,88.23052,Good,0.1556864,Good,59.03624,Good
17:16.0,60.004,0,0,123.566,30.79075,60.0048,0,0,60.005,0,0,122.724,-59.26018,124.777,-20.79753,,,,,,,,,,,,,,,,
17:16.0,60.0036,0,0,123.523,30.92826,60.0043,0,0,60.0037,0,0,122.724,-59.11121,124.755,-20.64283,,,,,,,,,,,,,,,,
17:16.0,60.0052,0,0,123.523,31.10588,60.0045,0,0,60.0053,0,0,122.745,-58.90495,124.777,-20.47094,,,,,,,,,,,,,,,,
17:16.0,60.0034,0,0,123.545,31.24912,60.0044,0,0,60.0039,0,0,122.767,-58.75598,124.777,-20.3277,,,,,,,,,,,,,,,,
17:16.0,60.0043,0,0,123.523,31.39809,60.0044,0,0,60.005,0,0,122.767,-58.59555,124.798,-20.173,0,Good,60.006,Good,0.01,Good,0,Good,113.007,Good,89.05917,Good,0.1556864,Good,59.03624,Good
17:17.0,60.0059,0,0,123.566,31.60435,60.0058,0,0,60.0064,0,0,122.81,-58.38929,124.842,-19.98393,,,,,,,,,,,,,,,,
17:17.0,60.0054,0,0,123.566,31.79916,60.0058,0,0,60.0051,0,0,122.832,-58.18875,124.885,-19.78339,,,,,,,,,,,,,,,,
17:17.0,60.0065,0,0,123.588,32.02261,60.0063,0,0,60.0068,0,0,122.832,-57.94238,124.907,-19.56567,,,,,,,,,,,,,,,,
17:17.0,60.0063,0,0,123.588,32.25179,60.0066,0,0,60.0064,0,0,122.853,-57.70174,124.95,-19.32502,,,,,,,,,,,,,,,,
