Timestamp,_YARDLEY:F,_YARDLEY:DF,_YARDLEY:S,_YARDLEY-PM1:UTKV,_YARDLEY-PA1:UTKVH,_VALDES:F,_VALDES:DF,_VALDES:S,_OVERBYE:UTKF,_OVERBYE:UTKDF,_OVERBYE:UTKS,_OVERBYE-PM1:UTKV,_OVERBYE-PA1:UTKVH,_VALDES-PM1:UTKV,_VALDES-PA1:UTKVH,_STATIONA:D1,_STATIONA:D1_Quality,_STATIONA:F,_STATIONA:F_Quality,_STATIONA:DF,_STATIONA:DF_Quality,_STATIONA:S,_STATIONA:S_Quality,_STATIONA-PM1:V,_STATIONA-PM1:V_Quality,_STATIONA-PA1:VH,_STATIONA-PA1:VH_Quality,_STATIONA-PM2:I,_STATIONA-PM2:I_Quality,_STATIONA-PA2:IH,_STATIONA-PA2:IH_Quality
18:02.0,60.0049,0,0,123.588,153.4725,60.0056,0,0,60.0047,0,0,122.896,63.44361,124.885,101.9464,,,,,,,,,,,,,,,,
18:02.0,60.0052,0,0,123.566,153.6845,60.0056,0,0,60.0051,0,0,122.918,63.65561,124.885,102.1641,,,,,,,,,,,,,,,,
18:02.0,60.0044,0,0,123.545,153.8564,60.0046,0,0,60.0052,0,0,122.853,63.85615,124.863,102.336,,,,,,,,,,,,,,,,
18:02.0,60.0072,0,0,123.545,154.0798,60.0067,0,0,60.0069,0,0,122.896,64.09679,124.885,102.5709,,,,,,,,,,,,,,,,
18:03.0,60.005,0,0,123.545,154.2918,60.0048,0,0,60.0045,0,0,122.875,64.29733,124.842,102.7542,0,Good,60.005,Good,0,Good,0,Good,112.9193,Good,-148.1178,Good,0.154952,Good,-178.0251,Good
18:03.0,60.0046,0,0,123.502,154.4637,60.0051,0,0,60.0042,0,0,122.875,64.46921,124.82,102.9491,,,,,,,,,,,,,,,,
18:03.0,60.0051,0,0,123.48,154.6642,60.0051,0,0,60.0057,0,0,122.853,64.66975,124.755,103.1439,,,,,,,,,,,,,,,,
18:03.0,60.0045,0,0,123.48,154.8476,60.0047,0,0,60.0053,0,0,122.875,64.87029,124.734,103.31,,,,,,,,,,,,,,,,
18:03.0,60.0043,0,0,123.48,155.0023,60.0041,0,0,60.0039,0,0,122.853,65.02498,124.712,103.459,,,,,,,,,,,,,,,,
18:03.0,60.004,0,0,123.458,155.1684,60.0041,0,0,60.0035,0,0,122.875,65.17968,124.712,103.6137,0,Good,60.004,Good,-0.02,Good,0,Good,112.9305,Good,-147.284,Good,0.1522837,Good,-177.9904,Good
18:03.0,60.004,0,0,123.523,155.3002,60.0046,0,0,60.0044,0,0,122.896,65.31719,124.798,103.7913,,,,,,,,,,,,,,,,
18:03.0,60.0052,0,0,123.545,155.4549,60.0044,0,0,60.0048,0,0,122.918,65.46616,124.82,103.946,,,,,,,,,,,,,,,,
18:03.0,60.0048,0,0,123.588,155.6383,60.005,0,0,60.0051,0,0,122.94,65.64951,124.885,104.1064,,,,,,,,,,,,,,,,
18:03.0,60.0052,0,0,123.588,155.8388,60.0056,0,0,60.0054,0,0,122.961,65.8615,124.907,104.3127,,,,,,,,,,,,,,,,
18:03.0,60.0045,0,0,123.545,155.9992,60.0048,0,0,60.0053,0,0,122.94,66.02766,124.885,104.4789,0,Good,60.005,Good,0.01,Good,0,Good,113.0164,Good,-146.3636,Good,0.1554344,Good,-175.0729,Good
18:04.0,60.0061,0,0,123.588,156.2112,60.0057,0,0,60.0061,0,0,122.983,66.25111,124.885,104.6908,,,,,,,,,,,,,,,,
18:04.0,60.0058,0,0,123.545,156.3888,60.005,0,0,60.0063,0,0,122.961,66.423,124.863,104.8513,,,,,,,,,,,,,,,,
18:04.0,60.0053,0,0,123.566,156.5722,60.0056,0,0,60.0048,0,0,122.983,66.60062,124.863,105.0575,,,,,,,,,,,,,,,,
18:04.0,60.0061,0,0,123.545,156.7842,60.0049,0,0,60.0065,0,0,122.961,66.83553,124.863,105.2523,,,,,,,,,,,,,,,,
18:04.0,60.0051,0,0,123.545,156.979,60.0048,0,0,60.0044,0,0,122.961,67.0246,124.842,105.43,0,Good,60.005,Good,0,Good,0,Good,113.0115,Good,-145.4272,Good,0.1552278,Good,-176.0548,Good
18:04.0,60.0045,0,0,123.545,157.1165,60.0045,0,0,60.0049,0,0,122.983,67.13919,124.842,105.6019,,,,,,,,,,,,,,,,
18:04.0,60.0037,0,0,123.545,157.2941,60.0046,0,0,60.0043,0,0,123.026,67.31681,124.82,105.7737,,,,,,,,,,,,,,,,
18:04.0,60.0041,0,0,123.523,157.4488,60.0037,0,0,60.0037,0,0,123.004,67.47151,124.82,105.9342,,,,,,,,,,,,,,,,
18:04.0,60.0028,0,0,123.502,157.6092,60.0029,0,0,60.0031,0,0,122.983,67.62621,124.798,106.0659,,,,,,,,,,,,,,,,
18:04.0,60.0042,0,0,123.48,157.7697,60.004,0,0,60.0042,0,0,123.026,67.78091,124.842,106.2092,0,Good,60.005,Good,0,Good,0,Good,113.0312,Good,-144.6446,Good,0.1556864,Good,-174.0939,Good
18:05.0,60.0042,0,0,123.502,157.9186,60.0041,0,0,60.0042,0,0,123.004,67.93561,124.842,106.3639,,,,,,,,,,,,,,,,
18:05.0,60.0045,0,0,123.523,158.0791,60.0047,0,0,60.0042,0,0,123.004,68.0903,124.863,106.5243,,,,,,,,,,,,,,,,
18:05.0,60.0049,0,0,123.545,158.2567,60.0051,0,0,60.0045,0,0,123.048,68.23927,124.885,106.7077,,,,,,,,,,,,,,,,
18:05.0,60.0051,0,0,123.545,158.4458,60.005,0,0,60.0051,0,0,123.004,68.42835,124.907,106.8967,,,,,,,,,,,,,,,,
18:05.0,60.004,0,0,123.523,158.6062,60.0046,0,0,60.0041,0,0,123.026,68.58305,124.885,107.0629,0,Good,60.004,Good,-0.01,Good,0,Good,112.9744,Good,-143.8509,Good,0.1530308,Good,-173.991,Good
18:05.0,60.0032,0,0,123.502,158.7208,60.0043,0,0,60.0026,0,0,123.004,68.68045,124.863,107.2348,,,,,,,,,,,,,,,,
18:05.0,60.0039,0,0,123.502,158.8526,60.0044,0,0,60.0038,0,0,122.983,68.81223,124.842,107.3895,,,,,,,,,,,,,,,,
18:05.0,60.0034,0,0,123.523,158.9901,60.003,0,0,60.0041,0,0,122.983,68.94974,124.842,107.4926,,,,,,,,,,,,,,,,
18:05.0,60.002,0,0,123.502,159.0875,60.0025,0,0,60.0027,0,0,123.026,69.0586,124.842,107.5843,,,,,,,,,,,,,,,,
18:06.0,60.0024,0,0,123.523,159.2135,60.0019,0,0,60.0028,0,0,123.026,69.20184,124.842,107.6702,0,Good,60.003,Good,-0.01,Good,0,Good,113.0735,Good,-143.2328,Good,0.1527744,Good,-174.9869,Good
18:06.0,60.003,0,0,123.566,159.3338,60.0022,0,0,60.0034,0,0,123.048,69.32217,124.842,107.7447,,,,,,,,,,,,,,,,
18:06.0,60.0013,0,0,123.588,159.4026,60.0019,0,0,60.0018,0,0,123.048,69.41956,124.863,107.8192,,,,,,,,,,,,,,,,
18:06.0,60.003,0,0,123.566,159.4828,60.0023,0,0,60.0034,0,0,123.026,69.49978,124.842,107.888,,,,,,,,,,,,,,,,
18:06.0,60.0016,0,0,123.545,159.5286,60.002,0,0,60.0016,0,0,123.026,69.56281,124.82,107.9453,,,,,,,,,,,,,,,,
18:06.0,60.0019,0,0,123.502,159.5974,60.002,0,0,60.0013,0,0,122.961,69.6201,124.798,108.0083,0,Good,60.002,Good,0,Good,0,Good,112.9793,Good,-142.9299,Good,0.1533333,Good,-172.9987,Good
18:06.0,60.0018,0,0,123.502,159.6432,60.0019,0,0,60.0016,0,0,122.961,69.66594,124.798,108.0885,,,,,,,,,,,,,,,,
18:06.0,60.0021,0,0,123.48,159.7005,60.0012,0,0,60.0017,0,0,122.983,69.72897,124.777,108.1458,,,,,,,,,,,,,,,,
18:06.0,60.0029,0,0,123.523,159.7922,60.0025,0,0,60.0023,0,0,123.004,69.80345,124.798,108.2317,,,,,,,,,,,,,,,,
18:06.0,60.0029,0,0,123.566,159.8953,60.003,0,0,60.0028,0,0,123.026,69.88939,124.863,108.3291,,,,,,,,,,,,,,,,
18:06.0,60.0031,0,0,123.61,159.9927,60.0034,0,0,60.0025,0,0,123.069,69.99252,124.885,108.4437,0,Good,60.003,Good,0.02,Good,0,Good,113.0898,Good,-142.4273,Good,0.1536816,Good,-172.0107,Good
18:07.0,60.0043,0,0,123.61,160.1417,60.0044,0,0,60.0043,0,0,123.069,70.13577,124.907,108.5984,,,,,,,,,,,,,,,,
18:07.0,60.0034,0,0,123.61,160.2792,60.0037,0,0,60.0035,0,0,123.069,70.2389,124.907,108.7359,,,,,,,,,,,,,,,,
18:07.0,60.0044,0,0,123.61,160.4339,60.004,0,0,60.0046,0,0,123.069,70.43943,124.907,108.8964,,,,,,,,,,,,,,,,
18:07.0,60.0058,0,0,123.588,160.6173,60.0053,0,0,60.0048,0,0,123.048,70.59986,124.907,109.0797,,,,,,,,,,,,,,,,
18:07.0,60.0037,0,0,123.545,160.7834,60.0037,0,0,60.0037,0,0,123.026,70.7431,124.885,109.2229,0,Good,60.005,Good,0,Good,0,Good,113.0501,Good,-141.6079,Good,0.1536816,Good,-172.0107,Good
18:07.0,60.0055,0,0,123.588,160.9668,60.0048,0,0,60.0054,0,0,123.069,70.92645,124.885,109.4235,,,,,,,,,,,,,,,,
18:07.0,60.0045,0,0,123.566,161.1043,60.003,0,0,60.0046,0,0,123.004,71.07542,124.863,109.5495,,,,,,,,,,,,,,,,
18:07.0,60.0049,0,0,123.566,161.2762,60.0041,0,0,60.0058,0,0,123.048,71.27595,124.863,109.6985,,,,,,,,,,,,,,,,
18:07.0,60.0036,0,0,123.566,161.4137,60.0033,0,0,60.0046,0,0,123.048,71.42492,124.863,109.8074,,,,,,,,,,,,,,,,
18:07.0,60.0034,0,0,123.545,161.5283,60.0036,0,0,60.004,0,0,123.069,71.56816,124.842,109.9449,0,Good,60.003,Good,0,Good,0,Good,113.0186,Good,-140.9453,Good,0.1540754,Good,-171.0274,Good
18:08.0,60.0024,0,0,123.48,161.6257,60.0023,0,0,60.0031,0,0,122.983,71.65983,124.798,110.0308,,,,,,,,,,,,,,,,
18:08.0,60.0013,0,0,123.523,161.6887,60.0021,0,0,60.0006,0,0,123.004,71.73431,124.798,110.1282,,,,,,,,,,,,,,,,
18:08.0,60.0005,0,0,123.458,161.7231,60.0006,0,0,60.0002,0,0,122.961,71.76869,124.777,110.1683,,,,,,,,,,,,,,,,
18:08.0,60.0017,0,0,123.458,161.7689,60.0018,0,0,60.0009,0,0,122.94,71.80307,124.755,110.2256,,,,,,,,,,,,,,,,
18:08.0,60.0017,0,0,123.458,161.8434,60.0019,0,0,60.0019,0,0,122.94,71.87183,124.777,110.2944,0,Good,60.003,Good,0.01,Good,0,Good,112.9956,Good,-140.643,Good,0.1545144,Good,-170.0494,Good
18:08.0,60.0028,0,0,123.502,161.9523,60.0026,0,0,60.0021,0,0,122.983,71.94058,124.842,110.409,,,,,,,,,,,,,,,,
18:08.0,60.0019,0,0,123.545,162.0038,60.0014,0,0,60.0025,0,0,123.004,72.00361,124.885,110.472,,,,,,,,,,,,,,,,
18:08.0,60.0039,0,0,123.545,162.1356,60.0035,0,0,60.0044,0,0,123.026,72.13538,124.907,110.5751,,,,,,,,,,,,,,,,
18:08.0,60.0029,0,0,123.566,162.2387,60.0038,0,0,60.0037,0,0,123.048,72.28436,124.928,110.7184,,,,,,,,,,,,,,,,
18:08.0,60.0044,0,0,123.545,162.3762,60.0037,0,0,60.004,0,0,123.004,72.39895,124.907,110.8501,0,Good,60.004,Good,0,Good,0,Good,112.9351,Good,-140.0628,Good,0.154998,Good,-169.0772,Good
18:09.0,60.0036,0,0,123.566,162.5137,60.0038,0,0,60.0041,0,0,123.004,72.52499,124.928,110.9819,,,,,,,,,,,,,,,,
18:09.0,60.003,0,0,123.523,162.6341,60.003,0,0,60.0033,0,0,122.961,72.64532,124.885,111.0965,,,,,,,,,,,,,,,,
18:09.0,60.0037,0,0,123.523,162.783,60.003,0,0,60.0041,0,0,123.026,72.76564,124.885,111.2111,,,,,,,,,,,,,,,,
18:09.0,60.0044,0,0,123.523,162.9263,60.0039,0,0,60.006,0,0,122.983,72.96045,124.863,111.3486,,,,,,,,,,,,,,,,
18:09.0,60.0011,0,0,123.502,162.9836,60.0015,0,0,60.0019,0,0,122.983,73.02347,124.842,111.4059,0,Good,60.003,Good,0.02,Good,0,Good,112.979,Good,-139.4783,Good,0.1555261,Good,-168.1113,Good
18:09.0,60.0041,0,0,123.545,163.0982,60.0031,0,0,60.0028,0,0,123.026,73.07504,124.82,111.5148,,,,,,,,,,,,,,,,
18:09.0,60.0019,0,0,123.545,163.1727,60.0016,0,0,60.0023,0,0,122.983,73.1839,124.82,111.6007,,,,,,,,,,,,,,,,
18:09.0,60.0006,0,0,123.502,163.2128,60.0001,0,0,60.0001,0,0,122.918,73.19536,124.777,111.6179,,,,,,,,,,,,,,,,
18:09.0,60.0015,0,0,123.502,163.2586,60.0012,0,0,60.0014,0,0,122.961,73.26411,124.777,111.6695,,,,,,,,,,,,,,,,
18:09.0,59.9998,0,0,123.458,163.2815,59.9997,0,0,59.9992,0,0,122.918,73.28703,124.734,111.6695,0,Good,60,Good,0,Good,0,Good,112.9304,Good,-139.3429,Good,0.1523772,Good,-168.887,Good
18:10.0,60,0,0,123.502,163.2758,59.9998,0,0,59.9999,0,0,122.961,73.29276,124.755,111.6695,,,,,,,,,,,,,,,,
18:10.0,60,0,0,123.502,163.2529,60.0003,0,0,60.0011,0,0,122.94,73.26984,124.777,111.6523,,,,,,,,,,,,,,,,
18:10.0,59.9987,0,0,123.458,163.2185,59.9994,0,0,59.9983,0,0,122.918,73.22401,124.798,111.6351,,,,,,,,,,,,,,,,
18:10.0,59.9999,0,0,123.48,163.2128,60.0003,0,0,60.0004,0,0,122.918,73.22401,124.82,111.6236,,,,,,,,,,,,,,,,
18:10.0,60.0004,0,0,123.502,163.2185,60.0007,0,0,60.0005,0,0,122.94,73.24693,124.842,111.6408,0,Good,60,Good,0,Good,0,Good,112.9532,Good,-139.3705,Good,0.1514387,Good,-170.8698,Good
18:10.0,60.0005,0,0,123.502,163.2471,60.0004,0,0,59.9992,0,0,122.918,73.22974,124.82,111.7038,,,,,,,,,,,,,,,,
18:10.0,60.0013,0,0,123.545,163.2758,60.0016,0,0,60.0014,0,0,122.961,73.26984,124.842,111.7611,,,,,,,,,,,,,,,,
18:10.0,60.0013,0,0,123.523,163.3445,60.0016,0,0,60.0013,0,0,122.983,73.32714,124.842,111.8242,,,,,,,,,,,,,,,,
18:10.0,60.001,0,0,123.523,163.3904,60.0018,0,0,60.0005,0,0,122.983,73.39017,124.82,111.9044,,,,,,,,,,,,,,,,
18:11.0,60.0027,0,0,123.502,163.4763,60.0025,0,0,60.0028,0,0,122.94,73.46465,124.755,111.9731,0,Good,60.002,Good,-0.01,Good,0,Good,112.8709,Good,-139.0611,Good,0.1523772,Good,-168.887,Good
18:11.0,60.0019,0,0,123.48,163.5565,60.0021,0,0,60.0016,0,0,122.896,73.5334,124.755,112.0476,,,,,,,,,,,,,,,,
18:11.0,60.0019,0,0,123.458,163.6367,60.0021,0,0,60.003,0,0,122.918,73.63654,124.734,112.1278,,,,,,,,,,,,,,,,
18:11.0,60.0018,0,0,123.458,163.6998,60.0011,0,0,60.0023,0,0,122.918,73.71102,124.734,112.1737,,,,,,,,,,,,,,,,
18:11.0,60.0011,0,0,123.458,163.7456,60.0003,0,0,60.0008,0,0,122.853,73.76259,124.734,112.1966,,,,,,,,,,,,,,,,
18:11.0,60.0016,0,0,123.48,163.7857,60.0007,0,0,60.0021,0,0,122.853,73.81989,124.712,112.2195,0,Good,60.001,Good,-0.01,Good,0,Good,112.9095,Good,-138.7946,Good,0.1518852,Good,-169.8753,Good
18:11.0,59.9998,0,0,123.502,163.7857,59.9994,0,0,59.9994,0,0,122.918,73.81416,124.734,112.2424,,,,,,,,,,,,,,,,
18:11.0,59.9998,0,0,123.48,163.7685,59.9993,0,0,59.9996,0,0,122.896,73.77978,124.734,112.2081,,,,,,,,,,,,,,,,
18:11.0,59.9981,0,0,123.48,163.7227,59.9981,0,0,59.9984,0,0,122.896,73.75113,124.734,112.1679,,,,,,,,,,,,,,,,
18:11.0,59.9975,0,0,123.437,163.6425,59.9987,0,0,59.9998,0,0,122.918,73.75686,124.734,112.1393,,,,,,,,,,,,,,,,
18:11.0,59.998,0,0,123.394,163.5795,59.9979,0,0,59.9983,0,0,122.896,73.69383,124.734,112.0705,0,Good,59.998,Good,-0.01,Good,0,Good,112.8696,Good,-139.0516,Good,0.1523772,Good,-168.887,Good
18:12.0,59.9976,0,0,123.437,163.5222,59.9979,0,0,59.9975,0,0,122.896,73.61935,124.755,112.0018,,,,,,,,,,,,,,,,
18:12.0,59.9978,0,0,123.437,163.482,59.9978,0,0,59.9977,0,0,122.875,73.56778,124.777,111.9445,,,,,,,,,,,,,,,,
18:12.0,59.9984,0,0,123.437,163.4362,59.9986,0,0,59.9985,0,0,122.875,73.51621,124.777,111.9044,,,,,,,,,,,,,,,,
18:12.0,59.9988,0,0,123.437,163.3904,59.9989,0,0,59.9988,0,0,122.875,73.48756,124.798,111.87,,,,,,,,,,,,,,,,
18:12.0,59.9987,0,0,123.437,163.3617,59.9991,0,0,59.9983,0,0,122.853,73.43027,124.777,111.8414,0,Good,60,Good,0.01,Good,0,Good,112.9065,Good,-139.2444,Good,0.1523772,Good,-168.887,Good
18:12.0,59.9998,0,0,123.458,163.3331,60.0001,0,0,59.9994,0,0,122.875,73.37871,124.798,111.8528,,,,,,,,,,,,,,,,
18:12.0,59.9999,0,0,123.458,163.3331,59.9997,0,0,59.9997,0,0,122.875,73.3959,124.777,111.87,,,,,,,,,,,,,,,,
18:12.0,60.0014,0,0,123.458,163.3789,59.9999,0,0,60.0004,0,0,122.918,73.41309,124.777,111.87,,,,,,,,,,,,,,,,
18:12.0,59.9989,0,0,123.458,163.356,59.9998,0,0,59.9994,0,0,122.94,73.40163,124.798,111.8815,,,,,,,,,,,,,,,,
18:12.0,59.9995,0,0,123.437,163.3159,59.9985,0,0,59.9991,0,0,122.896,73.37298,124.755,111.8356,0,Good,59.999,Good,0.01,Good,0,Good,112.9063,Good,-139.306,Good,0.1518852,Good,-169.8753,Good
18:13.0,59.9997,0,0,123.437,163.2987,59.9991,0,0,59.9995,0,0,122.875,73.36725,124.734,111.8127,,,,,,,,,,,,,,,,
18:13.0,59.999,0,0,123.458,163.2586,59.9982,0,0,59.9988,0,0,122.896,73.33287,124.755,111.7497,,,,,,,,,,,,,,,,
18:13.0,59.9983,0,0,123.458,163.1841,59.9978,0,0,59.9979,0,0,122.896,73.25266,124.755,111.658,,,,,,,,,,,,,,,,
18:13.0,59.9988,0,0,123.458,163.1325,59.9964,0,0,59.9991,0,0,122.918,73.22974,124.755,111.5835,,,,,,,,,,,,,,,,
18:13.0,59.9961,0,0,123.502,163.0065,59.9958,0,0,59.9958,0,0,122.875,73.07504,124.755,111.4288,0,Good,59.996,Good,0,Good,0,Good,112.9382,Good,-139.7499,Good,0.1545144,Good,-170.0494,Good
18:13.0,59.9954,0,0,123.502,162.8747,59.9959,0,0,59.995,0,0,122.896,72.89742,124.777,111.3085,,,,,,,,,,,,,,,,
18:13.0,59.9945,0,0,123.48,162.6971,59.9945,0,0,59.9945,0,0,122.896,72.76564,124.755,111.1595,,,,,,,,,,,,,,,,
18:13.0,59.996,0,0,123.502,162.5309,59.9956,0,0,59.9966,0,0,122.94,72.58802,124.777,110.9877,,,,,,,,,,,,,,,,
18:13.0,59.9943,0,0,123.502,162.3476,59.9952,0,0,59.9958,0,0,122.961,72.40468,124.798,110.81,,,,,,,,,,,,,,,,
18:14.0,59.9963,0,0,123.48,162.2043,59.9964,0,0,59.996,0,0,122.918,72.24998,124.82,110.6783,0,Good,59.996,Good,0,Good,0,Good,112.9368,Good,-140.5321,Good,0.1576205,Good,-169.2611,Good
18:14.0,59.9964,0,0,123.502,162.0554,59.9966,0,0,59.9972,0,0,122.896,72.09528,124.842,110.5236,,,,,,,,,,,,,,,,
18:14.0,59.9964,0,0,123.48,161.9179,59.9963,0,0,59.9963,0,0,122.875,71.98642,124.82,110.3918,,,,,,,,,,,,,,,,
18:14.0,59.9958,0,0,123.48,161.7861,59.9959,0,0,59.996,0,0,122.918,71.8661,124.82,110.2657,,,,,,,,,,,,,,,,
18:14.0,59.9983,0,0,123.502,161.6887,59.9972,0,0,59.9974,0,0,122.94,71.74004,124.82,110.1339,,,,,,,,,,,,,,,,
18:14.0,59.9981,0,0,123.523,161.6142,59.9979,0,0,59.998,0,0,122.983,71.66556,124.842,110.0423,0,Good,59.997,Good,-0.01,Good,0,Good,112.953,Good,-141.1244,Good,0.1540754,Good,-171.0274,Good
18:14.0,59.9971,0,0,123.502,161.4939,59.9967,0,0,59.9963,0,0,122.918,71.50513,124.82,109.9334,,,,,,,,,,,,,,,,
18:14.0,59.9967,0,0,123.502,161.3907,59.9969,0,0,59.9977,0,0,122.918,71.41919,124.798,109.836,,,,,,,,,,,,,,,,
18:14.0,59.997,0,0,123.458,161.2876,59.9962,0,0,59.9962,0,0,122.875,71.33324,124.798,109.7157,,,,,,,,,,,,,,,,
18:14.0,59.9961,0,0,123.523,161.1673,59.9959,0,0,59.9954,0,0,122.94,71.23584,124.842,109.6126,,,,,,,,,,,,,,,,
18:14.0,59.9967,0,0,123.502,161.0642,59.9961,0,0,59.9955,0,0,122.961,71.08115,124.885,109.4865,0,Good,59.996,Good,-0.01,Good,0,Good,113.008,Good,-141.7101,Good,0.1536816,Good,-172.0107,Good
18:15.0,59.9956,0,0,123.566,160.9267,59.9957,0,0,59.9955,0,0,123.004,70.97801,124.885,109.3547,,,,,,,,,,,,,,,,
18:15.0,59.9958,0,0,123.566,160.7662,59.9967,0,0,59.9965,0,0,123.026,70.82331,124.885,109.2115,,,,,,,,,,,,,,,,
18:15.0,59.9969,0,0,123.502,160.6402,59.9963,0,0,59.9973,0,0,122.961,70.69727,124.842,109.0854,,,,,,,,,,,,,,,,
18:15.0,59.995,0,0,123.545,160.4855,59.995,0,0,59.9945,0,0,122.94,70.49673,124.863,108.9078,,,,,,,,,,,,,,,,
18:15.0,59.9941,0,0,123.523,160.2849,59.9951,0,0,59.9952,0,0,122.961,70.31338,124.863,108.7359,0,Good,59.994,Good,0,Good,0,Good,112.9086,Good,-142.5251,Good,0.1536816,Good,-172.0107,Good
18:15.0,59.995,0,0,123.458,160.1131,59.9947,0,0,59.9947,0,0,122.896,70.15295,124.82,108.5984,,,,,,,,,,,,,,,,
18:15.0,59.9948,0,0,123.415,159.9182,59.9948,0,0,59.9944,0,0,122.875,69.94669,124.777,108.4093,,,,,,,,,,,,,,,,
18:15.0,59.9942,0,0,123.415,159.7349,59.995,0,0,59.9956,0,0,122.853,69.78626,124.777,108.2317,,,,,,,,,,,,,,,,
18:15.0,59.995,0,0,123.437,159.5745,59.9958,0,0,59.9962,0,0,122.896,69.64302,124.798,108.0828,,,,,,,,,,,,,,,,
18:15.0,59.9948,0,0,123.394,159.3911,59.9947,0,0,59.9937,0,0,122.875,69.44821,124.755,107.8994,0,Good,59.995,Good,0,Good,0,Good,112.9297,Good,-143.3865,Good,0.1530308,Good,-173.991,Good
18:16.0,59.9949,0,0,123.437,159.2135,59.9951,0,0,59.9951,0,0,122.896,69.25341,124.798,107.7275,,,,,,,,,,,,,,,,
18:16.0,59.995,0,0,123.458,159.0473,59.9955,0,0,59.9959,0,0,122.94,69.09871,124.82,107.5556,,,,,,,,,,,,,,,,
18:16.0,59.9957,0,0,123.458,158.8869,59.9949,0,0,59.9953,0,0,122.832,68.92683,124.842,107.3838,,,,,,,,,,,,,,,,
18:16.0,59.9958,0,0,123.48,158.7265,59.9947,0,0,59.9956,0,0,122.875,68.77785,124.842,107.2119,,,,,,,,,,,,,,,,
18:16.0,59.9942,0,0,123.48,158.5432,59.994,0,0,59.9954,0,0,122.961,68.62888,124.863,107.0285,0,Good,59.995,Good,0,Good,0,Good,112.9978,Good,-144.2552,Good,0.1530308,Good,-173.991,Good
18:16.0,59.9949,0,0,123.523,158.3483,59.9944,0,0,59.9947,0,0,122.983,68.42262,124.885,106.8509,,,,,,,,,,,,,,,,
18:16.0,59.9938,0,0,123.523,158.1421,59.994,0,0,59.9938,0,0,122.983,68.21635,124.885,106.6446,,,,,,,,,,,,,,,,
18:16.0,59.9942,0,0,123.502,157.9415,59.994,0,0,59.9947,0,0,122.94,68.02155,124.863,106.4441,,,,,,,,,,,,,,,,
18:16.0,59.9952,0,0,123.502,157.7639,59.9942,0,0,59.9951,0,0,122.94,67.83247,124.863,106.2321,,,,,,,,,,,,,,,,
18:16.0,59.9929,0,0,123.502,157.529,59.9931,0,0,59.9938,0,0,122.94,67.60902,124.842,105.9972,0,Good,59.994,Good,0.01,Good,0,Good,112.9838,Good,-145.2715,Good,0.1525643,Good,-175.9858,Good
18:17.0,59.9951,0,0,123.48,157.3342,59.9939,0,0,59.995,0,0,122.961,67.41994,124.82,105.7737,,,,,,,,,,,,,,,,
18:17.0,59.9932,0,0,123.458,157.0878,59.993,0,0,59.9937,0,0,122.961,67.19649,124.82,105.5274,,,,,,,,,,,,,,,,
18:17.0,59.9933,0,0,123.458,156.8529,59.9932,0,0,59.9934,0,0,122.94,66.96731,124.82,105.281,,,,,,,,,,,,,,,,
18:17.0,59.9922,0,0,123.48,156.5951,59.9924,0,0,59.9926,0,0,122.918,66.7152,124.82,105.0232,,,,,,,,,,,,,,,,
18:17.0,59.9927,0,0,123.437,156.3258,59.9916,0,0,59.993,0,0,122.896,66.45737,124.798,104.731,0,Good,59.993,Good,0.01,Good,0,Good,112.9296,Good,-146.5266,Good,0.1524006,Good,-176.9872,Good
18:17.0,59.9928,0,0,123.458,156.0622,59.9925,0,0,59.9927,0,0,122.918,66.19382,124.798,104.4789,,,,,,,,,,,,,,,,
18:17.0,59.9938,0,0,123.48,155.8331,59.9927,0,0,59.993,0,0,122.918,65.93598,124.842,104.2268,,,,,,,,,,,,,,,,
18:17.0,59.9921,0,0,123.545,155.5695,59.9923,0,0,59.9924,0,0,123.004,65.66096,124.907,103.9575,,,,,,,,,,,,,,,,
18:17.0,59.992,0,0,123.523,155.3059,59.9925,0,0,59.9926,0,0,122.961,65.40886,124.928,103.7111,,,,,,,,,,,,,,,,
18:17.0,59.9923,0,0,123.523,155.0481,59.9925,0,0,59.9914,0,0,122.961,65.12238,124.928,103.4475,0,Good,59.993,Good,0.01,Good,0,Good,113.0145,Good,-147.8015,Good,0.1522837,Good,-177.9904,Good
18:18.0,59.9935,0,0,123.502,154.8189,59.9939,0,0,59.9931,0,0,122.961,64.88174,124.928,103.2355,,,,,,,,,,,,,,,,
18:18.0,59.9938,0,0,123.523,154.6012,59.9939,0,0,59.9934,0,0,122.983,64.66975,124.928,103.0293,,,,,,,,,,,,,,,,
18:18.0,59.9944,0,0,123.523,154.4121,59.995,0,0,59.9948,0,0,122.983,64.46348,124.907,102.8459,,,,,,,,,,,,,,,,
18:18.0,59.994,0,0,123.502,154.2116,59.9946,0,0,59.9942,0,0,122.961,64.25722,124.863,102.6511,,,,,,,,,,,,,,,,
18:18.0,59.994,0,0,123.48,154.0168,59.9943,0,0,59.9946,0,0,122.94,64.06814,124.842,102.4678,0,Good,59.995,Good,0,Good,0,Good,112.9485,Good,-148.8084,Good,0.154883,Good,-179.0122,Good
18:18.0,59.9938,0,0,123.48,153.8048,59.9941,0,0,59.9938,0,0,122.94,63.83323,124.798,102.273,,,,,,,,,,,,,,,,
18:18.0,59.9932,0,0,123.48,153.5641,59.9931,0,0,59.9935,0,0,122.918,63.60405,124.842,102.0438,,,,,,,,,,,,,,,,
